1679,1489,1793,1032,1419,1659,1460,1822,1787,1537,1554,1730,1585,1462,1593,1735,1571,1999,1886,1684,1794,1583,1804,2003,1771,1710,1645,1702,1637,1799,1707,2085,1304,1227,1674,1462,1107,1419,1094,1420,1032,1541,1172,1537,1390,1486,1034,1218,1141,1189,1601,1072,1097,1085,1673,1460,1056,1419,1221,1421,1040,1065,1489,1483,
1679,1489,1793,1032,1419,1659,1460,1822,1787,1537,1554,1730,1585,1462,1593,1735,1571,1999,1886,1684,1889,1582,1804,2001,1874,1814,1645,1794,1634,1799,1703,1011,1522,1916,1143,1171,1154,1384,1670,1587,1613,1419,1190,1402,1035,1272,1011,1041,1462,1481,1460,1575,1032,1139,1145,1486,1473,1589,1089,1399,1401,1572,1014,1032,
1679,1489,1793,1032,1419,1659,1460,1822,1787,1537,1554,1730,1585,1462,1593,1735,1571,1999,1886,1684,1793,1476,1897,1906,1770,1917,1640,1886,1631,1011,1710,1328,1652,1554,1502,1710,1168,1245,1490,1579,1011,1047,1065,1069,1585,1574,1015,1032,2007,1703,1218,1165,1073,1165,1060,1419,1419,1425,1662,1697,1493,1476,1410,1419,
1679,1489,1793,1032,1419,1659,1460,1822,1787,1537,1554,1730,1585,1462,1593,1735,1571,1011,1886,1684,1788,1473,1716,1908,1767,1921,1638,1991,1631,1130,1706,1557,1536,1628,1054,1046,1018,1235,1483,1587,1451,1554,1455,1459,1412,1419,1423,1419,1136,1065,1011,1041,1462,1497,1489,1589,1133,1483,1020,1145,1200,1469,1020,1129,
1679,1489,1793,1032,1419,1659,1460,1822,1787,1537,1554,1730,1585,1462,1593,1735,1571,1011,1886,1684,1894,1581,1723,1697,1767,1002,1638,1897,1536,1130,1699,1669,1035,1229,1028,1135,1683,1486,1574,1279,1408,1419,1151,1457,1015,1021,1130,1560,1419,1533,1119,1329,1006,1007,1014,1025,1456,1562,1014,1130,1002,1229,1014,1025,
1679,1489,1793,1032,1419,1659,1460,1822,1787,1537,1554,1730,1585,1462,1593,1735,1571,1011,1886,1684,1791,1586,1723,1801,1774,1114,1737,1002,1715,1354,1706,1573,1250,1154,1350,1141,1668,1488,1200,1107,1465,1347,1147,1571,1107,1247,1684,1587,1116,1353,1462,1566,1002,1218,1016,1004,1465,1453,1014,1025,1029,1022,1552,1081,
1679,1489,1793,1032,1419,1659,1460,1822,1787,1537,1554,1730,1585,1462,1593,1735,1571,1011,998,1684,1783,1689,1723,1686,1771,1119,1732,1117,1620,1357,1806,1575,1300,1397,1556,1574,1112,1119,1551,1447,1014,1025,1119,1139,1014,1025,1119,1139,1002,1107,1465,1347,1147,1560,1102,1136,1218,1139,998,1000,1011,1025,1014,1025,
1679,1489,1793,1032,1419,1659,1460,996,1787,1537,1554,1730,1585,1462,1593,1735,1571,1011,998,1684,1780,1788,1722,1693,1785,1120,1732,1132,1608,1386,1804,1574,1031,1127,1468,1251,1147,1676,1112,1017,996,998,1552,1200,996,998,1552,1215,1001,1118,996,1318,1462,1462,1013,1335,1146,1538,1023,1029,1017,1004,1552,1081,
1679,1489,1793,1032,1419,1659,1460,996,1787,1537,1554,1730,1585,1462,1593,1735,1571,1011,998,1684,994,1796,1610,1693,1681,1120,1831,1244,1611,1389,1703,1472,996,1232,1472,1561,998,1118,998,1099,994,998,1239,1032,1240,1032,1100,1236,994,1101,994,998,1021,1219,994,994,1239,1023,1240,1013,994,1101,994,998,
1679,1489,1793,1032,1419,1659,1460,996,1787,1537,1554,1730,1585,1462,1593,1735,1571,1011,998,1684,1008,1799,1616,1693,1682,1129,992,1251,1611,1389,1703,1472,1023,1030,1043,1030,1002,1241,995,1005,1114,992,1240,1032,1100,1236,1104,999,994,1101,994,994,1239,1023,1014,1030,1240,1032,1100,1236,994,994,1135,1241,
1679,1489,1793,1032,1419,1659,1460,996,1787,1537,1554,1730,1585,1462,1593,1735,1571,1011,998,1684,1118,992,1632,1693,1676,1129,992,1251,1614,1389,1703,1472,1362,1466,1000,1211,1210,1321,1573,1553,992,1099,1104,1115,1006,992,1006,992,1230,1338,1199,1210,1113,992,1230,1338,994,1108,1113,992,992,1077,998,1002,
1679,1489,969,1032,1419,1659,1460,996,1787,1537,1554,1730,1585,1462,1593,1735,1571,1011,998,1684,1330,1006,1629,1694,1676,1129,992,1251,1612,1389,1703,1476,1000,1101,1102,1107,998,1088,991,1086,992,1088,992,1203,992,1088,992,1088,992,1203,992,982,969,982,982,1007,982,994,1462,1576,1170,986,1006,1003,
1679,1489,969,1032,1419,1659,1460,996,1787,1537,1554,1730,1585,1462,1593,1735,1571,1011,998,1684,1331,1232,1616,1686,1670,1130,992,1251,968,1389,1901,1480,1287,1086,1123,1012,986,992,989,1002,977,987,1480,1482,1084,1082,1018,1028,976,988,998,987,1132,1489,968,968,999,988,998,987,1376,1496,1001,996,
1679,1489,969,1032,1419,1659,1460,996,1787,1537,1554,1730,1585,1462,1593,1735,1571,1011,998,1684,1331,1240,1926,1686,1670,1446,992,1265,977,1485,968,1489,1085,987,968,1078,1015,1106,1008,1080,999,988,1001,996,968,968,1079,1079,968,968,968,968,971,1076,968,968,1193,987,971,971,1364,1274,1170,986,
1679,1489,969,1032,1419,1659,1460,996,1787,1537,1554,1730,1585,1462,1593,1735,1571,1011,998,1684,1331,1245,968,1686,1670,1655,992,1367,1295,1486,985,1798,1100,1001,1001,1005,1326,978,1109,1096,1079,1070,975,978,968,968,972,972,972,972,972,972,975,978,968,968,972,972,976,976,980,987,999,988,
1679,1489,969,1032,1419,1659,1460,996,1787,1537,1554,1730,1585,1462,1593,1735,1571,1011,998,1684,1331,1245,1089,1686,1670,1251,992,1367,1295,1665,985,971,1008,987,980,987,999,1021,999,1017,999,988,1001,996,985,985,985,985,985,985,985,985,980,987,999,988,999,988,999,982,971,1070,1190,1072,
1679,1489,969,1032,1419,1659,1460,996,977,1537,1554,1730,1585,1462,1593,1735,1571,1011,998,1684,1228,1263,1197,1695,1671,1359,1095,1365,1398,1662,985,1077,985,1091,1216,1203,1435,1125,1298,1081,1299,1191,997,995,1092,978,989,987,1106,978,1106,978,977,1076,1298,1078,1299,1191,998,997,1202,978,1202,978,
1679,1489,969,1032,1419,1659,1460,996,977,1537,1554,1730,1585,1462,1593,1735,1571,1011,998,1684,1238,1771,1095,970,1874,1249,1095,1367,1300,1567,994,1084,985,1307,987,1099,1035,1134,991,992,1106,978,1106,978,1412,987,1087,1204,996,1096,970,974,989,987,1100,978,1100,978,1100,978,1196,1078,1314,1087,
1679,1489,969,1032,1419,1659,1460,996,977,1537,1554,1730,1585,1462,1593,971,1571,1011,998,1684,1250,1661,1111,970,1673,1258,1095,1370,1394,1564,992,1102,1087,1204,1112,1098,1572,1588,971,993,1314,987,1205,1081,1084,1082,1099,1213,1012,1098,1007,975,1085,1082,1108,1084,1408,1089,1112,1087,1084,1082,1105,981,
1679,1489,969,1032,1419,1659,1460,996,977,1537,1554,966,1585,1462,1593,971,1571,1011,998,1684,1250,1468,1117,970,1675,1367,1095,1370,1394,1562,992,1200,1021,1220,1182,1071,1084,1089,1131,986,1120,1077,968,966,1019,1226,967,977,1012,1226,1077,969,974,970,976,972,976,972,976,972,986,970,977,970,
1679,1489,969,1032,1419,1659,1460,996,977,1537,1554,966,1585,1462,1593,971,1571,1011,998,965,1250,1468,1117,970,1675,1367,1095,1370,1394,1562,992,1200,974,966,974,970,974,965,966,965,966,965,974,965,974,966,974,970,974,966,982,969,974,970,965,965,965,965,965,965,974,965,974,965,
965,1489,969,1032,1419,1659,1460,996,977,1537,1554,966,1585,1462,1593,971,1571,1011,998,965,1250,1468,1117,970,1675,1367,1095,1370,1394,1562,992,1200,973,965,965,965,973,965,973,965,973,965,973,965,973,965,965,965,973,965,973,965,965,965,973,965,973,965,973,965,973,965,973,965,
965,1489,969,1032,1419,1659,1460,996,977,1537,1554,966,1585,1462,1593,971,1571,1011,998,965,1250,1463,1431,1497,965,1588,1095,1379,1394,1570,996,1208,965,973,1088,977,972,1113,1182,991,1193,999,1031,1102,966,966,1079,977,1071,1080,965,965,1079,977,972,1076,986,1085,1031,1102,966,966,1073,981,
965,1489,969,1032,1419,965,1460,996,977,1537,1554,966,1585,1462,1593,971,1571,1011,998,965,1250,1463,1431,1497,965,1588,1095,1485,1394,1570,996,1208,965,965,965,965,1169,967,1194,984,966,1185,965,965,965,965,965,965,1172,967,965,965,965,965,1169,967,1194,984,966,1185,998,1206,1088,983,
965,1489,969,1032,1419,965,1460,996,977,1537,1554,966,1585,1462,965,971,1571,1011,998,965,1250,1463,1431,1497,965,1588,1095,1485,1394,1570,996,1208,1079,977,987,1099,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,
965,1489,969,1032,1419,965,1460,996,977,1537,1554,966,1585,1462,965,971,1571,1011,998,965,1250,1463,1431,1497,965,965,1095,1485,1394,1570,996,1212,969,965,965,965,965,970,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,973,965,965,1234,966,965,
965,1489,969,1032,1419,965,1460,996,977,1537,1554,966,1585,1462,965,971,1571,1011,998,965,1250,1463,1431,1535,965,965,1095,1485,1298,1561,1099,1529,1404,1651,978,1299,1087,1589,973,965,965,1234,973,965,965,1234,973,965,965,1234,973,965,965,1234,973,965,965,1234,973,965,965,1234,966,965,
965,1489,969,1032,1419,965,1460,996,977,1537,1554,966,1585,1462,965,971,1571,1011,998,965,1250,1463,1431,1615,965,965,1095,1485,1511,1554,1207,965,1391,1244,1307,1087,984,1363,973,965,965,1234,973,965,965,1234,973,965,965,1234,973,965,965,1234,973,965,965,1234,965,965,968,979,965,1062,
965,1489,969,1032,1419,965,1460,996,977,1537,1554,966,1585,1462,965,971,1571,1011,998,965,1250,1463,1431,965,1084,965,1110,1391,1511,1554,1207,965,965,965,968,979,965,1194,965,970,968,979,965,1062,965,965,968,979,965,1062,965,965,968,979,965,1062,965,965,968,979,965,965,965,965,
965,1489,969,1032,1419,965,1460,996,977,1537,1554,966,965,1462,965,971,1571,1011,998,965,1250,1463,1431,965,1093,967,1110,1391,1511,1554,1207,965,968,979,965,965,965,1075,973,979,1069,968,965,1062,965,965,1069,968,965,965,968,979,965,965,968,979,965,965,1069,968,965,965,968,979,
965,1489,969,1032,1419,965,1460,996,977,1537,1554,966,965,1462,965,971,1571,1011,998,965,1250,965,1431,965,1226,990,1636,1391,1848,1670,1207,965,965,1068,1077,1099,1070,965,1000,965,977,965,1081,965,1081,965,977,965,1081,965,977,965,1081,965,977,965,1081,965,976,965,1081,965,980,965,
965,1489,969,1032,1419,965,1460,996,977,1537,1554,966,965,1462,965,971,1571,1011,998,965,1250,1066,1431,965,1226,1096,1844,1391,1659,1864,1207,965,1069,1913,1076,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,
965,1489,969,1032,1419,965,1460,996,977,1537,1554,966,965,1462,965,971,1571,1011,998,965,1250,1066,1431,965,1226,1096,1844,1391,965,1864,1207,965,1081,1173,1921,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,
965,1489,969,1032,1419,965,1460,996,977,1537,1554,966,965,1462,965,971,1571,1011,998,965,1250,1066,1431,965,1226,1096,1844,1391,965,1864,1207,965,1081,967,2227,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,
965,1489,969,1032,1419,965,1460,996,977,1537,1554,966,965,1462,965,971,1571,1011,998,965,1250,1066,1431,965,1226,1096,1844,1391,962,1864,1207,965,1081,967,2126,965,1081,965,1081,971,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,965,1081,962,971,965,971,965,971,965,
965,1489,969,1032,1419,965,1460,996,977,1537,1554,966,965,1462,965,971,1571,1011,998,965,1250,1066,1431,965,1226,1096,1844,1391,962,965,1207,965,971,965,971,965,971,965,971,1612,971,965,971,965,971,965,971,965,971,965,971,965,971,965,971,965,971,965,969,965,969,965,969,965,
